pmid,title,abstract
23807240,"Mood and memory deficits in a model of Gulf War illness are linked with reduced neurogenesis, partial neuron loss, and mild inflammation in the hippocampus.","Impairments in mood and cognitive function are the key brain abnormalities observed in Gulf war illness (GWI), a chronic multisymptom health problem afflicting ∼25% of veterans who served in the Persian Gulf War-1. Although the precise cause of GWI is still unknown, combined exposure to a nerve gas prophylaxis drug pyridostigmine bromide (PB) and pesticides DEET and permethrin during the war has been proposed as one of the foremost causes of GWI. We investigated the effect of 4 weeks of exposure to Gulf war illness-related (GWIR) chemicals in the absence or presence of mild stress on mood and cognitive function, dentate gyrus neurogenesis, and neurons, microglia, and astrocytes in the hippocampus. Combined exposure to low doses of GWIR chemicals PB, DEET, and permethrin induced depressive- and anxiety-like behavior and spatial learning and memory dysfunction. Application of mild stress in the period of exposure to chemicals exacerbated the extent of mood and cognitive dysfunction. Furthermore, these behavioral impairments were associated with reduced hippocampal volume and multiple cellular alterations such as chronic reductions in neural stem cell activity and neurogenesis, partial loss of principal neurons, and mild inflammation comprising sporadic occurrence of activated microglia and significant hypertrophy of astrocytes. The results show the first evidence of an association between mood and cognitive dysfunction and hippocampal pathology epitomized by decreased neurogenesis, partial loss of principal neurons, and mild inflammation in a model of GWI. Hence, treatment strategies that are efficacious for enhancing neurogenesis and suppressing inflammation may be helpful for alleviation of mood and cognitive dysfunction observed in GWI. "
23830423,Development of a simple combining apparatus to perform a magnetic stirring-assisted dispersive liquid-liquid microextraction and its application for the analysis of carbamate and organophosphorus pesticides in tea drinks.,"This study introduced a simple combining apparatus for performing a magnetic stirring-assisted dispersive liquid-liquid microextraction (MSA-DLLME) for the detection of trace carbamate and organophosphorus pesticides in tea drinks coupled with high performance liquid chromatography. The simple combining apparatus was made up of a sample vial and a cut plastic dropper. The bulb end of the cut plastic dropper was inserted into the neck of the sample vial and the open tip end of the plastic dropper was then cut to an appropriate length. The combining apparatus made was then used to perform the MSA-DLLME. In this experiment, 1-octanol was injected into the tea drink sample solution and the extraction process accelerated by magnetic agitation. The sample solution turned clear and separated into two layers after leaving it alone for several minutes. The cut plastic dropper was gently put down into the sample vial, and then the liquid level of the sample solution elevated up to the tip of the plastic dropper for the collection of low-density extractant. Finally, the collected extractant was drawn out by a microsyringe and injected into the high performance liquid chromatography-diode-array detector for analysis. A series of extraction parameters were investigated and optimized. Under the most favorable conditions, high enrichment factors were obtained for carbofuran, carbaryl and isocarbophos (between 130 and 185). The limits of detection (S/N=3) were in the range of 0.13-0.61 μg L(-1), and the relative standard deviation varied below 7.8% (n=5). Additionally, good recoveries were obtained between 79.4% and 114.4% in the three tea drinks. The simple combining apparatus utilized in this MSA-DLLME method was shown to be economical, fast, and convenient for the collection of low density extractant."
23833440,Acute oral toxicity and histopathological study of combination of endosulfan and cypermethrin in wistar rats.,"BACKGROUND: Endosulfan, a neurotoxic organochlorine insecticide and cypermethrin, a synthetic pyrethroid insecticide used to control pests in domestic, industrial, and agricultural situations. MATERIALS AND METHODS: The present study was carried out to investigate the acute oral toxicity, behavioral and histopathological changes of combination of endosulfan and cypermethrin in albino rats. According to Miller and Tainter analysis method, at 48 h, LD50 value of combination of endosulfan and cypermethrin (ratio 1:1) in rats was found to be 691.83 mg/kg bw by oral gavage. RESULTS: When combination of both these pesticides was administered orally at concentration of 103.72 mg/kg bw, 172.95 mg/kg bw and 207.50 mg/kg bw, respectively, as a single dose, no significant changes in behavior of rats was observed, neither in dosed nor in control group of rats. Combination of endosulfan- and cypermethrin-treated rats showed mild histopathological changes in liver and kidney in group IV (207.50 mg/kg BW) as compared to the control. However, no significant changes were observed in brain and small intestine at either dose of combination of endosulfan and cypermethrin with respect to control. CONCLUSION: Thus, the present study, first of its kind in India, demonstrated the oral toxicity, behavioral, and histo-architectual alterations after induction of combination of endosulfan and cypermethrin at acute doses in Wistar rats."
23867006,"Reaction of 2,6-dichloroquinone-4-chloroimide (Gibbs reagent) with permethrin - an optical sensor for rapid detection of permethrin in treated wood.","BACKGROUND: A novel optical sensor for the rapid and direct determination of permethrin preservatives in treated wood was designed. The optical sensor was fabricated from the immobilisation of 2,6-dichloro-p-benzoquinone-4-chloroimide (Gibbs reagent) in nafion/sol-gel hybrid film and the mode of detection was based on absorption spectrophotometry. Physical entrapment was employed as a method of immobilisation. RESULTS: The sensor gave a linear response range of permethrin between 2.56-383.00 μM with detection limit of 2.5 μM and demonstrated good repeatability with relative standard deviation (RSD) for 10 μM at 5.3%, 100 μM at 2.7%, and 200 μM at 1.8%. The response time of the sensor was 40 s with an optimum response at pH 11. CONCLUSIONS: The sensor was useful for rapid screening of wood or treated wood products before detailed analysis using tedious procedure is performed. The validation study of the optical sensor against standard method HPLC successfully showed that the permethrin sensor tended to overestimate the permethrin concentration determined."
23871562,Optimized liquid chromatography tandem mass spectrometry approach for the determination of diquat and paraquat herbicides.,"Liquid chromatography tandem mass spectrometry (LC-MS/MS) determination of quaternary ammonium herbicides diquat (DQ) and paraquat (PQ) can be very challenging due to their complicated chromatographic and mass spectrometric behaviors. Various multiple reaction monitoring (MRM) transitions from radical cations M(+) and singly charged cations [M-H](+), have been reported for LC-MS/MS quantitation under different chromatographic and mass spectrometric conditions. However, interference peaks were observed for certain previously reported MRM transitions in our study. Using a Dionex Acclaim(®) reversed-phase and HILIC mixed-mode LC column, we evaluated the most sensitive MRM transitions from three types of quasi-molecular ions of DQ and PQ, elucidated the cross-interference phenomena, and demonstrated that the rarely mentioned MRM transitions from dications M(2+) offered the best selectivity for LC-MS/MS analysis. Experimental parameters, such as IonSpray (IS) voltage, source temperature, declustering potential (DP), column oven temperature, collision energy (CE), acid and salt concentrations in the mobile phases were also optimized and an uncommon electrospray ionization (ESI) capillary voltage of 1000V achieved the highest sensitivity. Employing the proposed dication transitions 92/84.5 for DQ and 93/171 for PQ, the direct aqueous injection LC-MS/MS method developed was able to provide a method detection limit (MDL) of 0.1μg/L for the determination of these two herbicides in drinking water. "
23903383,Structural changes in a macrozoobenthos assemblage after imidacloprid pulses in aquatic field-based microcosms.,"A field-based microcosm experiment was performed to investigate the effects of repeated pulses of the neonicotinoid insecticide imidacloprid on a lentic benthos assemblage. This specific microcosm method was chosen because it allows for both testing of a wide range of organisms under natural conditions and as well as gaining insight into intraspecific and interspecific interactions. The macrozoobenthos that colonised the microcosms was exposed to three pulses each 1 week apart at nominal concentrations ranging from 0.6 to 40 μg/L. Imidacloprid underwent fast aqueous photolysis due to optimal sunlight conditions during the test phase (half-life = 28 ± 8 h [monitored for 21 days]). Nonetheless, decreased abundance and emergence of Ephemeroptera and decreased survival of chironomid species of the subfamilies Tanypodinae and Orthocladiinae were observed at time-weighted average concentrations of 2.3 μg/L. In contrast, the gastropod Radix sp. became dominant at high imidacloprid concentrations, probably due to decreased competition for food with sensitive species. The results of this study show that repeated short-term contamination of imidacloprid at low concentration levels may affect aquatic ecosystems even under optimal conditions for photodegradation. The microcosm approach, with its simple and field-relevant design, proved to be a useful tool for assessing the effects of imidacloprid contamination. "
23911355,Contrasting patterns of tolerance between chemical and biological insecticides in mosquitoes exposed to UV-A.,"Mosquitoes are vectors of major human diseases, such as malaria, dengue or yellow fever. Because no efficient treatments or vaccines are available for most of these diseases, control measures rely mainly on reducing mosquito populations by the use of insecticides. Numerous biotic and abiotic factors are known to modulate the efficacy of insecticides used in mosquito control. Mosquito breeding sites vary from opened to high vegetation covered areas leading to a large ultraviolet gradient exposure. This ecological feature may affect the general physiology of the insect, including the resistance status against insecticides. In the context of their contrasted breeding sites, we assessed the impact of low-energetic ultraviolet exposure on mosquito sensitivity to biological and chemical insecticides. We show that several mosquito detoxification enzyme activities (cytochrome P450, glutathione S-transferases, esterases) were increased upon low-energy UV-A exposure. Additionally, five specific genes encoding detoxification enzymes (CYP6BB2, CYP6Z7, CYP6Z8, GSTD4, and GSTE2) previously shown to be involved in resistance to chemical insecticides were found over-transcribed in UV-A exposed mosquitoes, revealed by RT-qPCR experiments. More importantly, toxicological bioassays revealed that UV-exposed mosquitoes were more tolerant to four main chemical insecticide classes (DDT, imidacloprid, permethrin, temephos), whereas the bioinsecticide Bacillus thuringiensis subsp. israelensis (Bti) appeared more toxic. The present article provides the first experimental evidence of the capacity of low-energy UV-A to increase mosquito tolerance to major chemical insecticides. This is also the first time that a metabolic resistance to chemical insecticides is linked to a higher susceptibility to a bioinsecticide. These results support the use of Bti as an efficient alternative to chemical insecticides when a metabolic resistance to chemicals has been developed by mosquitoes."
23948559,"In vitro and in vivo evaluation of cypermethrin, amitraz, and piperonyl butoxide mixtures for the control of resistant Rhipicephalus (Boophilus) microplus (Acari: Ixodidae) in the Mexican tropics.","A study was conducted to evaluate the efficacy of cypermethrin, amitraz, and piperonyl butoxide (PBO) mixtures, through in vitro laboratory bioassays and in vivo on-animal efficacy trials, for the control of resistant Rhipicephalus (Boophilus) microplus on cattle in the Mexican tropics. Also, to examine mechanisms of resistance to cypermethrin in this tick population, the frequency of a mutated sodium channel gene (F1550I) was determined using a PCR assay. Results of laboratory bioassays using modified larval packet tests revealed that cypermethrin toxicity was synergized by PBO (from 46.6-57.0% to 83.7-85.0% larval mortality; P<0.05). The cypermethrin and amitraz mixture showed an additive effect (from 46.6-57.0% to 56.0-74.3% larval mortality). Strong synergism was observed with the mixture of cypermethrin+amitraz+PBO and this mixture was the most effective killing resistant tick larvae in vitro (96.7-100% of larval mortality). Tick larvae surviving exposure to cypermethrin or mixtures either with amitraz and PBO in vitro showed 2.9-49.6 higher probability to present the mutated allele than those killed by acaricide treatment (P<0.05). In the in vivo trial, the mixtures containing cypermethrin+PBO (80.6-97.3%), and cypermethrin+amitraz (87.0-89.7%) were more efficacious than cypermethrin alone (76.3-80.5%). The highest level of efficacy was obtained with the mixture of cypermethrin+amitraz+PBO, which yielded >95% control that persisted for 28 days post-treatment against R. microplus infesting cattle when tested under field conditions in the Mexican tropics. Although this mixture is a potentially useful tool to combat pyrethroid resistance, a product based on an acaricide mixture like the one tested in this study has to be used rationally. "
23954766,In vitro-in vivo correlations for endocrine activity of a mixture of currently used pesticides.,"Two pesticide mixtures were investigated for potential endocrine activity. Mix 3 consisted of bitertanol, propiconazole, and cypermethrin, and Mix 5 included malathion and terbuthylazine in addition to the three pesticides in Mix 3. All five single pesticides and the two mixtures were investigated for their ability to affect steroidogenesis in vitro in H295R cells. The pesticides alone and both mixtures affected steroidogenesis with both mixtures causing increase in progesterone and decrease in testosterone. For Mix 5 an increase in estradiol was seen as well, indicating increased aromatase activity. The two mixtures were also investigated in pregnant rats dosed from gestational day 7 to 21, followed by examination of dams and fetuses. Decreased estradiol and reduced placental testosterone were seen in dams exposed to Mix 5. Also a significant increase in aromatase mRNA-levels in female adrenal glands was found for Mix5. However, either of the two mixtures showed any effects on fetal hormone levels in plasma or testis, or on anogenital distance. Overall, potential aromatase induction was found for Mix 5 both in vitro and in vivo, but not for Mix 3, an effect likely owed to terbuthylazine in Mix 5. However, the hormonal responses in vitro were only partly reflected in vivo, probably due to some toxicokinetic issues, as the pesticide levels in the amniotic fluid also were found to be negatively affected by the number of compounds present in the mixtures. Nonetheless, the H295R assay gives hints on conceivable interference with steroidogenesis, thus generating hypotheses on in vivo effects. "
23955250,"Temporal trends in ""legacy"" organochlorine contaminants in blubber of ringed seals (Phoca hispida) from Ulukhaktok, NT, Canada between 1972 and 2010.","In blubber of ringed seals (Phoca hispida) from Ulukhaktok, NT, residues of DDT, other organochlorine pesticides, and PCBs declined between 1972 and 2010. The rate of decline varied: concentrations of the DDT-group began to fall after 1981, whereas those of PCBs fell rapidly between 1972 and 1981, and then slowed. Concentrations of cis- and trans-chlordane and of HCB in both sexes, and of cis-nonachlor in males, declined slowly between 1978 and 2010; those of other organochlorine pesticides remained steady. Exponential half-lives of p,p'-DDT and p,p'-DDE in female seals are about 9 and 36 y (corresponding to initial declines of 7.8% and 1.9% per year, respectively) and those of PCB congeners from about 20 to 60 y (declines of 3.2% to <1.5% per year); the more refractory residues may be detectable for centuries to come. Exploratory PCA of PCB congener distribution identified temporal changes apparently not related to molecular structure."
23955887,"Does cypermethrin affect enzyme activity, respiration rate and walking behavior of the maize weevil (Sitophilus zeamais)?","Insecticides cause a range of sub-lethal effects on targeted insects, which are frequently detrimental to them. However, targeted insects are able to cope with insecticides within sub-lethal ranges, which vary with their susceptibility. Here we assessed the response of three strains of the maize weevil Sitophilus zeamais Motschulsky (Coleoptera: Curculionidae) to sub-lethal exposure to the pyrethoid insecticide cypermethrin. We expected enzyme induction associated with cypermethrin resistance since it would aid the resistant insects in surviving such exposure. Lower respiration rate and lower activity were also expected in insecticide-resistant insects since these traits are also likely to favor survivorship under insecticide exposure. Curiously though, cypermethrin did not affect activity of digestive and energy metabolism enzymes, and even reduced the activity of some enzymes (particularly for cellulase and cysteine-proteinase activity in this case). There was strain variation in response, which may be (partially) related to insecticide resistance in some strains. Sub-lethal exposure to cypermethrin depressed proteolytic and mainly cellulolytic activity in the exposed insects, which is likely to impair their fitness. However, such exposure did not affect respiration rate and walking behavior of the insects (except for the susceptible strain where walking activity was reduced). Walking activity varies with strain and may minimize insecticide exposure, which should be a concern, particularly if associated with (physiological) insecticide resistance. "
23993570,Molecular imprinted photonic crystal hydrogels for the rapid and label-free detection of imidacloprid.,"A novel sensor for the rapid and label-free detection of imidacloprid was developed based on the combination of a colloidal crystal templating method and a molecular imprinting technique. The molecular imprinted photonic hydrogel film was prepared with methacrylic acid as monomers, ethylene glycol dimethylacrylate as cross-linkers and imidacloprid as imprinting template molecules. When the colloidal crystal template and the molecularly imprinted template was removed, the resulted MIPH film possessed a highly ordered three-dimensional macroporous structure with nanocavities. The response of the MIPH film to imidacloprid in aqueous solution can be detected through a readable Bragg diffraction red shift. When the concentration of imidacloprid increased from 10(-13) to 10(-7) g/mL, the Bragg diffraction peak shifted from 551 to 589 nm, while there were no obvious peak shifts for thiamethoxam and acetamiprid. This sensor which comprises of no label techniques and expensive instruments has potential application for the detection of trace imidacloprid."
23994515,Exposure of maternal mice to cis-bifenthrin enantioselectively disrupts the transcription of genes related to testosterone synthesis in male offspring.,"The commercial bifenthrin (BF) contains two cis isomers. In the present study, a dose of 15mg/kg of 1R-cis-BF or 1S-cis-BF was orally administered for 3 weeks to female mice before or during pregnancy. Then, the expression of steroidogenesis related genes which were considered as effective biomarkers of endocrine disruption were analyzed in the male offspring. Maternal exposure to 1S-cis-BF during pregnancy significantly reduced the mRNA levels of peripheral benzodiazepine receptor (PBR) and steroidogenic acute regulatory protein (StAR) in the testes of 3- or 6-week old male offspring. In addition, a significant decrease of cytochrome P450 17α-hydroxysteroid dehydrogenase (P450-17α) was also observed in the testes of 6-week old male offspring when dams were treated with 1S-cis-BF during pregnancy but not before pregnancy. Moreover, the scavenger receptor class B type 1 (SRB1) and cytochrome P450 cholesterol side-chain cleavage enzyme (P450scc) decreased significantly in the testes of 6-week old male offspring when dams were treated with 1S-cis-BF during and before pregnancy. Thus, oral administration of the maternal mice to cis-BF for 3 weeks, particularly during pregnancy, resulted in endocrine disruption in the male offspring, with the 1S-cis-BF causing more significant alterations than the 1R-cis-BF form. "
23995850,GC-MS determination of targeted pesticides in environmental samples from the Kafue Flats of Zambia.,"Results of a GC-MS analysis for targeted pesticides i.e. dieldrin, endosulfan, pp-DDT, endrin, HCB, heptachlor, mirex and aldrin in the Kafue Flats of Zambia are presented. Analysis was done in soils, sediments, water and vegetation samples from the Lochinvar and Blue Lagoon National Parks along the Kafue River. A validated analytical method that was used gave recoveries in a spiked soil sample ranging between 60 % and 100 % with limits of detection (LODs) ranging from 0.94 to 8.0 ng/g. The targeted pesticides were not detected in all the samples i.e. were below LODs. Screening using the Automated Mass Spectral Deconvolution and Identification System (AMDIS) simplified the analysis due to its power of deconvolution and identification of analytes of interest."
23996682,"Comparative assessment of pesticide residues in grain, soil, and water from IPM and non-IPM trials of basmati rice.","The integrated pest management (IPM) modules of pesticide schedule on Basmati rice were validated at field experiments conducted in Northern India for consecutive 3 years (2005-2008). The pesticide residues were found below the detectable limit (<0.01-0.001 mg/kg) in soil and irrigation water samples of Kaithal region. In Dehra Dun region of Uttrakhand, the residues of carbendazim in rice grains and soil were detected below <0.01 mg/kg level. In second year experiments (2006-2007), only four non-IPM soil samples indicated the presence of chlorpyrifos and endosulfan in the range of ND <0.001 to 0.07 mg/kg, out of 45 samples analyzed. Carbendazim applied as seed treatment at Dehradun and Kaithal field trials was found below detectable limit in both IPM and non-IPM rice grains (<0.01 mg/kg) and irrigation water (0.01 μl/ml). Chlorpyrifos was detected in five water samples from Kaithal and one from Pant Nagar in the range of 0.003-0.006 μl/L, α- and β-isomer of endosulfan in the range of 0.005-0.03, and 0.005-0.02 μl/ml, respectively, in one sample from Pant Nagar and two from Kaithal, out of a total of 22 samples. In the region of Uttrakhand and Uttar Pradesh during 2007-2008, four non-IPM samples of soil indicated trace levels of endosulfan, out of 16 samples analyzed. The residues were detected below detection limit for carbendazim (<0.01 mg/kg) in soil samples of Dehradun IPM fields and for endosulfan and carbendazim (0.001-0.01 μl/L) in water samples each from IPM and non-IPM fields of Uttar Pradesh. The results of 3-year trials of IPM module indicated basmati rice as safe and economical with pesticide residue-free rice grains. "
24014652,"Lack of P-glycoprotein-mediated efflux and the potential involvement of an influx transport process contributing to the intestinal uptake of deltamethrin, cis-permethrin, and trans-permethrin.","The effectiveness and widespread use of pyrethroid insecticides has lead to concerns regarding their safety. Human ingestion of these potentially neurotoxic compounds is typically through hand-to-mouth contact or consumption of contaminated foods. A substantial proportion of ingested pyrethroids are eliminated in feces, suggesting that absorption is limited, possibly by the action of the efflux transporter P-glycoprotein (P-gp). We utilized caco-2 cells as a model system for intestinal enterocytes and qualitatively and quantitatively assessed the transport of deltamethrin (DLM), cis-permethrin (CPM), and trans-permethrin (TPM). Caco-2 cell uptake of the P-gp substrate R6G was increased by the P-gp inhibitors cyclosporine A (CSA) and ritonavir but not by DLM, CPM, and TPM. Unexpectedly, CSA and ritonavir significantly reduced the uptake of DLM, CPM, and TPM. Permeability coefficients (P app) and directional flux of DLM, CPM, or TPM were greater in the absorptive than the secretory (efflux) direction when measured across caco-2 monolayers grown on Transwell inserts. When CSA was applied to the monolayers' apical (AP) side, the AP to basolateral (BL) P app was significantly reduced, with no change in the BL to AP P app. Kinetic analysis demonstrated saturable transport kinetics for all 3 pyrethroids. These findings indicate that the cellular uptake of DLM, CPM, and TPM is not limited by P-gp efflux but undergo absorptive influx transport as a contributing mechanism for cellular uptake. However, the overall P app values for DLM, CPM, and TPM are consistent with the low permeability/low absorption compound mannitol, suggesting limited gastrointestinal absorption potential."
24016625,Disposition of fipronil in rats.,"In the scientific literature, little attention has been paid to the disposition of fipronil, a phenyl pyrazole insecticide. In this study, the tissue distribution, the metabolic fate, and the elimination of fipronil was investigated in rats using radiolabeled fipronil. When a single oral dose of (14)C-fipronil (10 mg kg(-1) b.w.) was given to rats, the proportion of dose eliminated in urine and feces 72 h after dosing was ca 4% for each route. At the end of the experiment the highest levels of radioactivity were found in adipose tissue and adrenals. The main part of the radioactivity present in investigated tissues (adipose tissue, adrenals, liver, kidney, testes) was due to fipronil-sulfone. Five additional metabolites, isolated from urine were characterized by LC-MS/MS. Most of them are formed by the loss of the trifluoromethylsulphinyl group and subsequent hydroxylation and/or conjugation to glucuronic acid or sulfate. In conclusion, the retention of the metabolite fipronil sulfone in tissues following fipronil administration raises the question of the potential toxicity of this insecticide."
24020271,Beauveria bassiana (Ascomycota: Hypocreales) wound dressing for the control of Euzophera pinguis (Lepidoptera: Pyralidae).,"Injury to olive tree trunks and branches because of biotic and abiotic factors, such as pruning and mechanical harvesting, attracts the olive pyralid moth Euzophera pinguis Haworth (Lepidoptera: Pyralidae). This moth has become increasingly important in the Mediterranean region during recent years. The use of an entomopathogenic fungus for wound dressing for pest control is reported for the first time in this study. Beauveria bassiana (Ascomycota: Hypocreales) strain EABb 08/04-Ep was originally obtained from a diseased E. pinguis larva and has shown effective E. pinguis control in an olive crop in Jaén, Andalusia, Spain, under field conditions during the spring and fall of 2008 and 2009 and the spring of 2011. Experimental artificial 30 by 30-mm square wound cages were large enough to allow the E. pinguis females to oviposit. Approximately 80 and 40-60% of the control wounds contained live larvae in the experiments that occurred during the spring and fall, respectively. The B. hassiana wound dressing gave similar results as the chlorpyrifos wound dressing throughout the experiment, with efficacies reaching 80-85% in the spring and 90-95% in the autumn. The B. bassiana fungus was recovered from 60-90% of the wounds at the completion of the experiments and after 60 d of treatment. These data indicate that strain EABb 08/04-Ep applied to the pruning wounds can be an effective tool for the microbial control of E. pinguis in olive crops. Moreover, B. bassiana may be used within integrated pest management strategies to minimize chemicals, depending on the population density of the pyralid moth."
24026208,Influence of microbial and synthetic surfactant on the biodegradation of atrazine.,"The present study reports the effect of surfactants (rhamnolipids and triton X-100) on biodegradation of atrazine herbicide by strain A6, belonging to the genus Acinetobacter. The strain A6 was able to degrade nearly 80 % of the 250-ppm atrazine after 6 days of growth. The bacterium degraded atrazine by de-alkylation process. Bacterial cell surface hydrophobicity as well as atrazine solubility increased in the presence of surfactant. However, addition of surfactant to the mineral salt media reduced the rate and extent of atrazine degradation by decreasing the bioavailability of herbicide. On the contrary, addition of surfactant to atrazine-contaminated soil increased the rate and extent of biodegradation by increasing the bioavailability of herbicide. As compared to triton X-100, rhamnolipids were more efficient in enhancing microbial degradation of atrazine as a significant amount of atrazine was removed from the soil by rhamnolipids. Surfactants added for the purpose of hastening microbial degradation may have an unintended inhibitory effect on herbicide degradation depending upon contiguous condition, thus highlighting the fact that surfactant must be judiciously used in bioremediation of herbicides."
24031872,Bacillus thuringiensis monogenic strains: screening and interactions with insecticides used against rice pests.,"The screening of Bacillus thuringiensis (Bt) Cry proteins with high potential to control insect pests has been the goal of numerous research groups. In this study, we evaluated six monogenic Bt strains (Bt dendrolimus HD-37, Bt kurstaki HD-1, Bt kurstaki HD-73, Bt thuringiensis 4412, Bt kurstaki NRD-12 and Bt entomocidus 60.5, which codify the cry1Aa, cry1Ab, cry1Ac, cry1Ba, cry1C, cry2A genes respectively) as potential insecticides for the most important insect pests of irrigated rice: Spodoptera frugiperda, Diatraea saccharalis, Oryzophagus oryzae, Oebalus poecilus and Tibraca limbativentris. We also analyzed their compatibility with chemical insecticides (thiamethoxam, labdacyhalothrin, malathion and fipronil), which are extensively used in rice crops. The bioassay results showed that Bt thuringiensis 4412 and Bt entomocidus 60.5 were the most toxic for the lepidopterans, with a 93% and 82% mortality rate for S. frugiperda and D. saccharalis, respectively. For O. oryzae, the Bt kurstaki NRD-12 (64%) and Bt dendrolimus HD-37 (62%) strains were the most toxic. The Bt dendrolimus HD-37 strain also caused high mortality (82%) to O. poecilus, however the strains assessed to T. limbativentris caused a maximum rate of 5%. The assays for the Bt strains interaction with insecticides revealed the compatibility of the six strains with the four insecticides tested. The results from this study showed the high potential of cry1Aa and cry1Ba genes for genetic engineering of rice plants or the strains to biopesticide formulations. "
24036434,Toxic effects of the herbicide Roundup in the guppy Poecilia vivipara acclimated to fresh water.,"Although it is believed that glyphosate-based herbicides are relatively nontoxic to humans, its broad use in agriculture and consequent contamination of aquatic systems is a concern. In the present study, reproductive (sperm quality) and biochemical parameters (acetylcholinesterase and glutathione S-transferase activity, lipoperoxidation, and antioxidant capacity against peroxyl radicals) were evaluated in adult guppies (Poecilia vivipara) acclimated to fresh water and exposed (96 h) to environmentally realistic concentrations of glyphosate (130 and 700 μg L(-1)) as the commercial formulation Roundup. Male guppies exposed to Roundup showed a poorer sperm quality, measured as reduced plasmatic membrane integrity, mitochondrial functionality, DNA integrity, motility, motility period and concentration of spermatic cells, than those kept under control condition (no Roundup addition to the water). Most of the spermatic parameters analyzed showed strong association to each other, which may help to understand the mechanisms underlying the observed reduction in sperm quality. Exposure to Roundup did not alter the biochemical parameters analyzed, though differences between genders were observed and deserve further investigations. Findings from the present study suggest that exposure to environmentally relevant concentrations of Roundup may negatively affect at long-term the reproduction of P. vivipara, with consequent changes in fish populations inhabiting environments contaminated with the herbicide."
24036489,Fungicides effectively used for growth inhibition of several fungi could induce mycotoxin biosynthesis in toxigenic species.,"Seven different commercial fungicides (Aliette, Rovral, Cantus, Ortiva, Luna Experience, Fenomenal and Mancozeb) were tested for their ability to inhibit the growth of the fungal species Penicillium nordicum, Penicillium verrucosum, Verticillium dahliae and Cladosporium sp. In case of the mycotoxigenic strains P. nordicum and P. verrucosum, the biosynthesis of the mycotoxins ochratoxin and citrinin was determined. Interestingly individual fungicides were only able to inhibit the growth of the analyzed fungi to some extent. In case of P. verrucosum the fungicide ""Rovral"", an iprodion belonging to the substance class of imidazoles, led to a decrease in the growth rate but to a strong induction of mycotoxin biosynthesis as has been described earlier for the strobilurins. Consequently before using a given fungicide to protect crops and enhance storage life, the applicability of this chemical compound should be tested not only for its ability to inhibit fungal growth but also for its effect on level of secondary metabolite biosynthesis. "
24082506,Potentiation of the hepatic toxicity of carbon disulfide by chlordane.,"OBJECTIVES: In this study, we investigated whether cytochrome P450s (CYPs) induced by a typical chlorinated hydrocarbon insecticide chlordane (CLD) potentiate hepatic toxicity of carbon disulfide (CS2). MATERIALS AND METHODS: Male Sprague-Dawley rats were treated with CLD (25 mg/kg, intraperitoneally (i.p.)) daily for 4 days, and 24 h after the final injection the rats were treated with CS2 (380 mg/kg, i.p.) in corn oil; while controls received the vehicle alone. The rats were then sacrificed at 3, 6, and 24 h following the CS2 treatment. RESULTS: It was found that at 3 h post-treatment, total hepatic glutathione (GSH) decreased modestly, but lipid peroxidation increased markedly, while all CLD-inducible CYPs (1A1, 2B1, 2E1, and 3A2) were inhibited by CS2 variably but significantly. On the other hand, samples taken at 24 h following the CS2 treatment showed a significant increase in relative liver weights, hepatic GSH and lipid peroxidation, microsomal reactive oxygen species (ROS), and serum alanine transaminase (ALT) level. Activity of the CYPs was also increased, but remained significantly depressed, especially that of CYP2B1. Livers removed at 3 and 6 h after CS2 treatment showed subtle to distinct apoptotic changes, while a severe lesion of hydropic degeneration of the centrilobular cells with apoptosis was microscopically distinguishable in samples taken at 24 h. CONCLUSIONS: These results suggest that the metabolism of CS2 by CLD-induced CYPs and the generation of lipid peroxides may have in concert contributed to the distinct hepatocellular damage."
24085606,Impact of chemical- and bio-pesticides on bacterial diversity in rhizosphere of Vigna radiata.,"To study the effects of two chemical pesticides (chlorpyrifos and endosulfan), and a bio-pesticide (azadirachtin) on bacterial diversity in rhizospheric soil, a randomized pot experiment was conducted on mung bean (Vigna radiata) with recommended and higher doses of pesticides. Denaturing gradient gel electrophoresis was used to analyze such effects on both resident and active bacterial communities across two time points. It was observed that higher doses of azadirachtin mimicked the effects of chlorpyrifos on bacterial diversity. Both azadirachtin and chlorpyrifos showed a dose- and time-dependent effect, which was observable only at the RNA level. Endosulfan treatments showed dissimilar profiles compared to control. Most of the bands showed high sequence similarities to known bacterial groups, including many nitrogen-fixing, phosphate-solubilizing, and plant-growth-promoting bacteria. This study indicates that pesticides display non-target effects on active microbial populations that serve important ecosystem functions, thereby emphasizing the need to critically investigate and validate the use of bio-pesticides in agriculture before accepting them as safe alternatives to chemical pesticides. "
