relation_pair_key,pred_label,entity1_canonical_text,entity1_type,entity2_canonical_text,entity2_type,relation_group,relation_count,max_pred_score,mean_pred_score,pmids,unique_pmid_count,same_sentence_count,has_validated_pesticide,has_unvalidated_chemical,example_title
diazinon||ChemicalEntity --> 2-amino-3-methyl-4H-imidazol-5-one||ChemicalEntity,Positive_Correlation,diazinon,ChemicalEntity,2-amino-3-methyl-4H-imidazol-5-one,ChemicalEntity,Positive effect,1,5.76452,5.765,12191866,1,1,True,False,Biological monitoring of exposure to organophosphate pesticides.
diazinon||ChemicalEntity --> AChE||GeneOrGeneProduct,Negative_Correlation,diazinon,ChemicalEntity,AChE,GeneOrGeneProduct,Negative effect,1,8.937827,8.938,21983245,1,1,True,False,Potential of two new oximes in reactivate human acetylcholinesterase and butyrylcholinesterase inhibited by organophosphate compounds: an in vitro study.
diazinon||ChemicalEntity --> Blattella germanica||OrganismTaxon,Negative_Correlation,diazinon,ChemicalEntity,Blattella germanica,OrganismTaxon,Negative effect,1,5.87219,5.872,18823064,1,1,True,False,Brief exposure of Blattella germanica (Blattodea) to insecticides formulated in various microcapsule sizes and applied on porous and non-porous surfaces.
diazinon||ChemicalEntity --> CYP1A2||GeneOrGeneProduct,Positive_Correlation,diazinon,ChemicalEntity,CYP1A2,GeneOrGeneProduct,Positive effect,1,4.710299,4.71,16757081,1,1,True,False,"Diazinon, chlorpyrifos and parathion are metabolised by multiple cytochromes P450 in human liver."
diazinon||ChemicalEntity --> CYP2C8||GeneOrGeneProduct,Positive_Correlation,diazinon,ChemicalEntity,CYP2C8,GeneOrGeneProduct,Positive effect,1,8.098642,8.099,16757081,1,1,True,False,"Diazinon, chlorpyrifos and parathion are metabolised by multiple cytochromes P450 in human liver."
diazinon||ChemicalEntity --> CYP3A4/5||GeneOrGeneProduct,Positive_Correlation,diazinon,ChemicalEntity,CYP3A4/5,GeneOrGeneProduct,Positive effect,1,4.710299,4.71,16757081,1,1,True,False,"Diazinon, chlorpyrifos and parathion are metabolised by multiple cytochromes P450 in human liver."
diazinon||ChemicalEntity --> Cancer||DiseaseOrPhenotypicFeature,Negative_Correlation,diazinon,ChemicalEntity,Cancer,DiseaseOrPhenotypicFeature,Negative effect,1,5.8988204,5.899,15496540,1,1,True,False,Pesticides and lung cancer risk in the agricultural health study cohort.
diazinon||ChemicalEntity --> Cimex hemipterus||OrganismTaxon,Negative_Correlation,diazinon,ChemicalEntity,Cimex hemipterus,OrganismTaxon,Negative effect,1,7.213688,7.214,21936321,1,0,True,False,Insecticide resistance in bedbugs in Thailand and laboratory evaluation of insecticides for the control of Cimex hemipterus and Cimex lectularius (Hemiptera: Cimicidae).
diazinon||ChemicalEntity --> Hyalella azteca||OrganismTaxon,Negative_Correlation,diazinon,ChemicalEntity,Hyalella azteca,OrganismTaxon,Negative effect,1,7.7222896,7.722,18358576,1,1,True,False,Use of toxicity identification evaluations to determine the pesticide mitigation effectiveness of on-farm vegetated treatment systems.
diazinon||ChemicalEntity --> Japanese beetle||OrganismTaxon,Negative_Correlation,diazinon,ChemicalEntity,Japanese beetle,OrganismTaxon,Negative effect,1,5.886469,5.886,11233105,1,0,True,False,Impact of four insecticides on Japanese beetle (Coleoptera: Scarabaeidae) egg predators and white grubs in turfgrass.
diazinon||ChemicalEntity --> Litopenaeus vannamei||OrganismTaxon,Positive_Correlation,diazinon,ChemicalEntity,Litopenaeus vannamei,OrganismTaxon,Positive effect,1,5.964648,5.965,31222580,1,1,True,False,"Effect of organophosphorus pesticides in juveniles of Litopenaeus vannamei: alteration of glycogen, triglycerides, and proteins."
diazinon||ChemicalEntity --> Musca domestica||OrganismTaxon,Negative_Correlation,diazinon,ChemicalEntity,Musca domestica,OrganismTaxon,Negative effect,1,7.1260104,7.126,15612566,1,1,True,False,The genetic basis of malathion resistance in housefly (Musca domestica L.) strains from Turkey.
diazinon||ChemicalEntity --> NHL||DiseaseOrPhenotypicFeature,Positive_Correlation,diazinon,ChemicalEntity,NHL,DiseaseOrPhenotypicFeature,Positive effect,1,9.423681,9.424,28810201,1,1,True,False,The association between non-Hodgkin lymphoma and organophosphate pesticides exposure: A meta-analysis.
diazinon||ChemicalEntity --> P450s||GeneOrGeneProduct,Positive_Correlation,diazinon,ChemicalEntity,P450s,GeneOrGeneProduct,Positive effect,1,8.098642,8.099,16757081,1,0,True,False,"Diazinon, chlorpyrifos and parathion are metabolised by multiple cytochromes P450 in human liver."
diazinon||ChemicalEntity --> S-(3-amino-3-oxopropyl) 3-sulfanylpropanethioate||ChemicalEntity,Positive_Correlation,diazinon,ChemicalEntity,S-(3-amino-3-oxopropyl) 3-sulfanylpropanethioate,ChemicalEntity,Positive effect,1,6.212405,6.212,15988628,1,1,True,False,Joint toxicity of triazine herbicides and organophosphate insecticides to the midge Chironomus tentans.
diazinon||ChemicalEntity --> acetylcholinesterase||GeneOrGeneProduct,Negative_Correlation,diazinon,ChemicalEntity,acetylcholinesterase,GeneOrGeneProduct,Negative effect,1,8.245541,8.246,17018647,1,1,True,False,Age-related brain cholinesterase inhibition kinetics following in vitro incubation with chlorpyrifos-oxon and diazinon-oxon.
diazinon||ChemicalEntity --> acetylcholinesterase||GeneOrGeneProduct,Positive_Correlation,diazinon,ChemicalEntity,acetylcholinesterase,GeneOrGeneProduct,Positive effect,2,8.599987,7.796,21983245,1,2,True,False,Potential of two new oximes in reactivate human acetylcholinesterase and butyrylcholinesterase inhibited by organophosphate compounds: an in vitro study.
diazinon||ChemicalEntity --> bedbugs||OrganismTaxon,Negative_Correlation,diazinon,ChemicalEntity,bedbugs,OrganismTaxon,Negative effect,1,6.000254,6.0,21936321,1,1,True,False,Insecticide resistance in bedbugs in Thailand and laboratory evaluation of insecticides for the control of Cimex hemipterus and Cimex lectularius (Hemiptera: Cimicidae).
diazinon||ChemicalEntity --> brine shrimp||OrganismTaxon,Positive_Correlation,diazinon,ChemicalEntity,brine shrimp,OrganismTaxon,Positive effect,1,6.5249968,6.525,29358113,1,1,True,False,"Long term exposure to low dose neurotoxic pesticides affects hatching, viability and cholinesterase activity of Artemia sp."
diazinon||ChemicalEntity --> butyrylcholinesterase||GeneOrGeneProduct,Positive_Correlation,diazinon,ChemicalEntity,butyrylcholinesterase,GeneOrGeneProduct,Positive effect,1,8.599987,8.6,21983245,1,0,True,False,Potential of two new oximes in reactivate human acetylcholinesterase and butyrylcholinesterase inhibited by organophosphate compounds: an in vitro study.
diazinon||ChemicalEntity --> carbamate||ChemicalEntity,Negative_Correlation,diazinon,ChemicalEntity,carbamate,ChemicalEntity,Negative effect,1,5.8988204,5.899,16704049,1,1,True,False,Dose-additive inhibition of chinook salmon acetylcholinesterase activity by mixtures of organophosphate and carbamate insecticides.
diazinon||ChemicalEntity --> carbaril||ChemicalEntity,Negative_Correlation,diazinon,ChemicalEntity,carbaril,ChemicalEntity,Negative effect,1,7.488776,7.489,29358113,1,1,True,False,"Long term exposure to low dose neurotoxic pesticides affects hatching, viability and cholinesterase activity of Artemia sp."
diazinon||ChemicalEntity --> chlorpyrifos||ChemicalEntity,Negative_Correlation,diazinon,ChemicalEntity,chlorpyrifos,ChemicalEntity,Negative effect,1,7.118448,7.118,18358576,1,1,True,False,Use of toxicity identification evaluations to determine the pesticide mitigation effectiveness of on-farm vegetated treatment systems.
diazinon||ChemicalEntity --> chlorpyrifos||ChemicalEntity,Positive_Correlation,diazinon,ChemicalEntity,chlorpyrifos,ChemicalEntity,Positive effect,1,7.057134,7.057,16757081,1,1,True,False,"Diazinon, chlorpyrifos and parathion are metabolised by multiple cytochromes P450 in human liver."
diazinon||ChemicalEntity --> coffee||OrganismTaxon,Negative_Correlation,diazinon,ChemicalEntity,coffee,OrganismTaxon,Negative effect,1,6.1289973,6.129,33763748,1,1,True,False,Microextraction by packed sorbent of selected pesticides in coffee samples employing ionic liquids supported on graphene nanosheets as extraction phase.
"diazinon||ChemicalEntity --> diethyl (3,5,6-trichloro-2-pyridinyl) phosphate||ChemicalEntity",Positive_Correlation,diazinon,ChemicalEntity,"diethyl (3,5,6-trichloro-2-pyridinyl) phosphate",ChemicalEntity,Positive effect,1,8.098642,8.099,16757081,1,1,True,False,"Diazinon, chlorpyrifos and parathion are metabolised by multiple cytochromes P450 in human liver."
diazinon||ChemicalEntity --> diethyl (4-nitrophenyl) phosphate||ChemicalEntity,Positive_Correlation,diazinon,ChemicalEntity,diethyl (4-nitrophenyl) phosphate,ChemicalEntity,Positive effect,1,5.935671,5.936,16757081,1,1,True,False,"Diazinon, chlorpyrifos and parathion are metabolised by multiple cytochromes P450 in human liver."
diazinon||ChemicalEntity --> diethyl (6-methyl-2-propan-2-ylpyrimidin-4-yl) phosphate||ChemicalEntity,Positive_Correlation,diazinon,ChemicalEntity,diethyl (6-methyl-2-propan-2-ylpyrimidin-4-yl) phosphate,ChemicalEntity,Positive effect,1,7.5673103,7.567,16757081,1,1,True,False,"Diazinon, chlorpyrifos and parathion are metabolised by multiple cytochromes P450 in human liver."
diazinon||ChemicalEntity --> lung cancer||DiseaseOrPhenotypicFeature,Positive_Correlation,diazinon,ChemicalEntity,lung cancer,DiseaseOrPhenotypicFeature,Positive effect,1,9.056856,9.057,15496540,1,1,True,False,Pesticides and lung cancer risk in the agricultural health study cohort.
diazinon||ChemicalEntity --> neurotoxicity||DiseaseOrPhenotypicFeature,Positive_Correlation,diazinon,ChemicalEntity,neurotoxicity,DiseaseOrPhenotypicFeature,Positive effect,1,9.103266,9.103,16704049,1,1,True,False,Dose-additive inhibition of chinook salmon acetylcholinesterase activity by mixtures of organophosphate and carbamate insecticides.
diazinon||ChemicalEntity --> non-Hodgkin's lymphoma||DiseaseOrPhenotypicFeature,Positive_Correlation,diazinon,ChemicalEntity,non-Hodgkin's lymphoma,DiseaseOrPhenotypicFeature,Positive effect,2,6.3332973,6.154,1568215,1,1,True,False,Pesticides and other agricultural risk factors for non-Hodgkin's lymphoma among men in Iowa and Minnesota.
diazinon||ChemicalEntity --> olfactory impairment||DiseaseOrPhenotypicFeature,Positive_Correlation,diazinon,ChemicalEntity,olfactory impairment,DiseaseOrPhenotypicFeature,Positive effect,1,8.952672,8.953,33097675,1,1,True,False,Occupational pesticide use and self-reported olfactory impairment in US farmers.
diazinon||ChemicalEntity --> onion||OrganismTaxon,Positive_Correlation,diazinon,ChemicalEntity,onion,OrganismTaxon,Positive effect,1,7.942755,7.943,21774469,1,1,True,False,Development of green onion and cabbage certified reference materials for quantification of organophosphorus and pyrethroid pesticides.
diazinon||ChemicalEntity --> parathion||ChemicalEntity,Positive_Correlation,diazinon,ChemicalEntity,parathion,ChemicalEntity,Positive effect,1,4.710299,4.71,16757081,1,1,True,False,"Diazinon, chlorpyrifos and parathion are metabolised by multiple cytochromes P450 in human liver."
diazinon||ChemicalEntity --> pyraclostrobin||ChemicalEntity,Negative_Correlation,diazinon,ChemicalEntity,pyraclostrobin,ChemicalEntity,Negative effect,1,7.0018415,7.002,26390221,1,1,True,False,Massive immuno multiresidue screening of water pollutants.
diazinon||ChemicalEntity --> toxicities||DiseaseOrPhenotypicFeature,Positive_Correlation,diazinon,ChemicalEntity,toxicities,DiseaseOrPhenotypicFeature,Positive effect,1,7.2142806,7.214,32900191,1,1,True,False,Improving Risk Assessment by Predicting the Survival of Field Gammarids Exposed to Dynamic Pesticide Mixtures.
diazinon||ChemicalEntity --> water toxicity||DiseaseOrPhenotypicFeature,Positive_Correlation,diazinon,ChemicalEntity,water toxicity,DiseaseOrPhenotypicFeature,Positive effect,1,9.0807905,9.081,18358576,1,1,True,False,Use of toxicity identification evaluations to determine the pesticide mitigation effectiveness of on-farm vegetated treatment systems.
diazinon||ChemicalEntity --> watermelon||OrganismTaxon,Positive_Correlation,diazinon,ChemicalEntity,watermelon,OrganismTaxon,Positive effect,1,9.616771,9.617,25697579,1,0,True,False,Food safety in Thailand 1: it is safe to eat watermelon and durian in Thailand.
dibismuth;tris(oxygen(2-))||ChemicalEntity -- thiamethoxam||ChemicalEntity,Association,dibismuth;tris(oxygen(2-)),ChemicalEntity,thiamethoxam,ChemicalEntity,General association,1,7.490672,7.491,35676546,1,1,True,False,Chitosan-based molecularly imprinted photoelectric sensor with ZnO/Bi2O3/Bi2S3 sensing layer for thiamethoxam determination.
dicarbasulf||ChemicalEntity --> western flower thrips||OrganismTaxon,Negative_Correlation,dicarbasulf,ChemicalEntity,western flower thrips,OrganismTaxon,Negative effect,1,6.7753315,6.775,19253660,1,0,True,False,Carbamates synergize the toxicity of acrinathrin in resistant western flower thrips (Thysanoptera: Thripidae).
"dichlofluanid||ChemicalEntity --> N-[(4S)-1-(3,4-dichlorophenyl)-4-(2-hydroxyethyl)pyrazolidin-3-yl]pyridine-4-carboxamide||ChemicalEntity",Positive_Correlation,dichlofluanid,ChemicalEntity,"N-[(4S)-1-(3,4-dichlorophenyl)-4-(2-hydroxyethyl)pyrazolidin-3-yl]pyridine-4-carboxamide",ChemicalEntity,Positive effect,1,4.196811,4.197,18069656,1,1,True,False,Suitability of two laboratory testing methods to evaluate the side effects of pesticides on Typhlodromus pyri Scheuten (Acari: Phytoseiidae).
dichlofluanid||ChemicalEntity --> cytotoxicity||DiseaseOrPhenotypicFeature,Positive_Correlation,dichlofluanid,ChemicalEntity,cytotoxicity,DiseaseOrPhenotypicFeature,Positive effect,2,8.221513,7.524,15388237,1,2,True,False,"Oxidative damages in isolated rat hepatocytes treated with the organochlorine fungicides captan, dichlofluanid and chlorothalonil."
dichlofluanid||ChemicalEntity --> rat||OrganismTaxon,Negative_Correlation,dichlofluanid,ChemicalEntity,rat,OrganismTaxon,Negative effect,1,8.160137,8.16,15388237,1,1,True,False,"Oxidative damages in isolated rat hepatocytes treated with the organochlorine fungicides captan, dichlofluanid and chlorothalonil."
dichlone||ChemicalEntity --> Xenopus laevis||OrganismTaxon,Negative_Correlation,dichlone,ChemicalEntity,Xenopus laevis,OrganismTaxon,Negative effect,1,6.4321275,6.432,970983,1,1,True,False,The deleterious effects of fungicides and herbicides on Xenopus laevis embryos.
dichlone||ChemicalEntity --> myocommata||DiseaseOrPhenotypicFeature,Cotreatment,dichlone,ChemicalEntity,myocommata,DiseaseOrPhenotypicFeature,Treatment / co-exposure,1,3.5676315,3.568,970983,1,1,True,False,The deleterious effects of fungicides and herbicides on Xenopus laevis embryos.
dichloromethane||ChemicalEntity -- ethyl acetate||ChemicalEntity,Association,ethyl acetate,ChemicalEntity,dichloromethane,ChemicalEntity,General association,1,5.046469,5.046,21704758,1,1,True,False,Development of a gas chromatography-mass spectrometry method for the determination of pesticides in gaseous and particulate phases in the atmosphere.
"dichloromethane||ChemicalEntity --> (8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one||ChemicalEntity",Positive_Correlation,dichloromethane,ChemicalEntity,"(8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",ChemicalEntity,Positive effect,1,8.496401,8.496,28486186,1,1,True,False,A review on the application of constructed wetlands for the removal of priority substances and contaminants of emerging concern listed in recently launched EU legislation.
"dichloromethane||ChemicalEntity --> 1,2,3,4,5,6-hexachlorobenzene||ChemicalEntity",Negative_Correlation,dichloromethane,ChemicalEntity,"1,2,3,4,5,6-hexachlorobenzene",ChemicalEntity,Negative effect,1,8.231525,8.232,28486186,1,1,True,False,A review on the application of constructed wetlands for the removal of priority substances and contaminants of emerging concern listed in recently launched EU legislation.
"dichloromethane||ChemicalEntity --> bis(2-ethylhexyl) benzene-1,2-dicarboxylate||ChemicalEntity",Positive_Correlation,dichloromethane,ChemicalEntity,"bis(2-ethylhexyl) benzene-1,2-dicarboxylate",ChemicalEntity,Positive effect,1,7.65677,7.657,7783251,1,1,True,False,A multidisciplinary approach to toxicological screening: II. Developmental toxicity.
dichlorprop||ChemicalEntity --> chlorotoluron||ChemicalEntity,Negative_Correlation,dichlorprop,ChemicalEntity,chlorotoluron,ChemicalEntity,Negative effect,1,5.261432,5.261,22078267,1,1,True,False,Phyt'Eaux Cités: application and validation of a programme to reduce surface water contamination with urban pesticides.
diclofop||ChemicalEntity -- glyphosate||ChemicalEntity,Association,diclofop,ChemicalEntity,glyphosate,ChemicalEntity,General association,1,9.138952,9.139,17315272,1,1,True,False,Cross-resistance profile of mesosulfuron-methyl-resistant Italian ryegrass in the southern United States.
diclofop||ChemicalEntity -- imazamox||ChemicalEntity,Association,imazamox,ChemicalEntity,diclofop,ChemicalEntity,General association,1,9.138952,9.139,17315272,1,1,True,False,Cross-resistance profile of mesosulfuron-methyl-resistant Italian ryegrass in the southern United States.
"diclofop||ChemicalEntity -- methyl 2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-4-(methanesulfonamidomethyl)benzoate||ChemicalEntity",Association,diclofop,ChemicalEntity,"methyl 2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-4-(methanesulfonamidomethyl)benzoate",ChemicalEntity,General association,2,9.502587,7.445,17315272,1,2,True,False,Cross-resistance profile of mesosulfuron-methyl-resistant Italian ryegrass in the southern United States.
diclofop||ChemicalEntity -- ryegrass||OrganismTaxon,Association,diclofop,ChemicalEntity,ryegrass,OrganismTaxon,General association,1,7.512484,7.512,17315272,1,1,True,False,Cross-resistance profile of mesosulfuron-methyl-resistant Italian ryegrass in the southern United States.
dicloran||ChemicalEntity -- metalaxyl||ChemicalEntity,Association,dicloran,ChemicalEntity,metalaxyl,ChemicalEntity,General association,1,9.5587015,9.559,19071262,1,1,True,False,Comparison of different sorbents for multiresidue solid-phase extraction of 16 pesticides from groundwater coupled with high-performance liquid chromatography.
dicloran||ChemicalEntity -- metazachlor||ChemicalEntity,Association,dicloran,ChemicalEntity,metazachlor,ChemicalEntity,General association,1,9.697687,9.698,19071262,1,1,True,False,Comparison of different sorbents for multiresidue solid-phase extraction of 16 pesticides from groundwater coupled with high-performance liquid chromatography.
dicloran||ChemicalEntity -- phenmedipham||ChemicalEntity,Association,dicloran,ChemicalEntity,phenmedipham,ChemicalEntity,General association,1,9.697687,9.698,19071262,1,1,True,False,Comparison of different sorbents for multiresidue solid-phase extraction of 16 pesticides from groundwater coupled with high-performance liquid chromatography.
dicloran||ChemicalEntity --> C. fimbriata||OrganismTaxon,Negative_Correlation,dicloran,ChemicalEntity,C. fimbriata,OrganismTaxon,Negative effect,1,6.8388724,6.839,30682928,1,1,True,False,"Genetic Diversity, Fungicide Sensitivity, and Host Resistance to Ceratocystis fimbriata Infecting Sweetpotato in North Carolina."
dicloran||ChemicalEntity --> black rot||DiseaseOrPhenotypicFeature,Negative_Correlation,dicloran,ChemicalEntity,black rot,DiseaseOrPhenotypicFeature,Negative effect,1,7.1177444,7.118,30682928,1,1,True,False,"Genetic Diversity, Fungicide Sensitivity, and Host Resistance to Ceratocystis fimbriata Infecting Sweetpotato in North Carolina."
dicofol||ChemicalEntity -- gamma-BHC||ChemicalEntity,Association,gamma-BHC,ChemicalEntity,dicofol,ChemicalEntity,General association,1,6.946924,6.947,23238597,1,1,True,False,"Water-gas exchange of organochlorine pesticides at Lake Chaohu, a large Chinese lake."
dicofol||ChemicalEntity -- pyriproxyfen||ChemicalEntity,Association,pyriproxyfen,ChemicalEntity,dicofol,ChemicalEntity,General association,2,9.098707,8.193,15279255,2,2,True,False,Effects of greenhouse pesticides on the soil-dwelling predatory mite Stratiolaelaps scimitus (Acari: Mesostigmata: Laelapidae) under laboratory conditions.
dicofol||ChemicalEntity --> T. urticae||OrganismTaxon,Negative_Correlation,dicofol,ChemicalEntity,T. urticae,OrganismTaxon,Negative effect,1,8.06849,8.068,16555233,1,1,True,False,Effect of imidacloprid on the reproduction of acaricide-resistant and susceptible strains of Tetranychus urticae Koch (Acari: Tetranychidae).
dicrotophos||ChemicalEntity -- profenofos||ChemicalEntity,Association,profenofos,ChemicalEntity,dicrotophos,ChemicalEntity,General association,1,5.766585,5.767,24450247,1,1,True,False,"Residues of organophosphate pesticides used in vegetable cultivation in ambient air, surface water and soil in Bueng Niam Subdistrict, Khon Kaen, Thailand."
dieldrin||ChemicalEntity -- fipronil||ChemicalEntity,Association,dieldrin,ChemicalEntity,fipronil,ChemicalEntity,General association,1,9.835307,9.835,12766256,1,1,True,False,Differential actions of fipronil and dieldrin insecticides on GABA-gated chloride channels in cockroach neurons.
dieldrin||ChemicalEntity -- fipronil||ChemicalEntity,Comparison,fipronil,ChemicalEntity,dieldrin,ChemicalEntity,Comparison,1,4.8935933,4.894,12766256,1,1,True,False,Differential actions of fipronil and dieldrin insecticides on GABA-gated chloride channels in cockroach neurons.
dieldrin||ChemicalEntity -- fungal||OrganismTaxon,Association,dieldrin,ChemicalEntity,fungal,OrganismTaxon,General association,1,7.0161905,7.016,27272922,1,1,True,False,Perspectives of using fungi as bioresource for bioremediation of pesticides in the environment: a critical review.
dieldrin||ChemicalEntity -- glutamate receptors||GeneOrGeneProduct,Association,dieldrin,ChemicalEntity,glutamate receptors,GeneOrGeneProduct,General association,1,6.422858,6.423,19440498,1,1,True,False,"Oxidative and excitatory mechanisms of developmental neurotoxicity: transcriptional profiles for chlorpyrifos, diazinon, dieldrin, and divalent nickel in PC12 cells."
dieldrin||ChemicalEntity -- isodrin||ChemicalEntity,Association,dieldrin,ChemicalEntity,isodrin,ChemicalEntity,General association,1,6.303903,6.304,9599457,1,1,True,False,Concentrations and spatial variations of cyclodienes and other organochlorines in herring and perch from the Baltic Sea.
dieldrin||ChemicalEntity -- mammalian||OrganismTaxon,Association,dieldrin,ChemicalEntity,mammalian,OrganismTaxon,General association,1,9.835307,9.835,12766256,1,1,True,False,Differential actions of fipronil and dieldrin insecticides on GABA-gated chloride channels in cockroach neurons.
dieldrin||ChemicalEntity -- manganese peroxidase||GeneOrGeneProduct,Association,dieldrin,ChemicalEntity,manganese peroxidase,GeneOrGeneProduct,General association,1,8.753772,8.754,27272922,1,1,True,False,Perspectives of using fungi as bioresource for bioremediation of pesticides in the environment: a critical review.
dieldrin||ChemicalEntity -- permethrin||ChemicalEntity,Association,dieldrin,ChemicalEntity,permethrin,ChemicalEntity,General association,2,7.713735,7.714,7601496,2,2,True,False,"Susceptibility status of two species of Japanese encephalitis vectors to insecticides in the Thar desert, district Bikaner (Rajasthan)."
dieldrin||ChemicalEntity -- pigeons||OrganismTaxon,Association,dieldrin,ChemicalEntity,pigeons,OrganismTaxon,General association,1,5.726504,5.727,2888582,1,1,True,False,Hepatic metabolism of cyclodiene insecticides by constitutive forms of cytochrome P-450 from lower vertebrates.
"dieldrin||ChemicalEntity --> 1,2,3,4,5,6-hexachlorobenzene||ChemicalEntity",Positive_Correlation,dieldrin,ChemicalEntity,"1,2,3,4,5,6-hexachlorobenzene",ChemicalEntity,Positive effect,1,4.73826,4.738,1898112,1,1,True,False,Organochlorine levels in North Atlantic right whale (Eubalaena glacialis) blubber.
dieldrin||ChemicalEntity --> AD||DiseaseOrPhenotypicFeature,Positive_Correlation,dieldrin,ChemicalEntity,AD,DiseaseOrPhenotypicFeature,Positive effect,2,8.88172,8.517,22899726,1,2,True,False,Organochlorine pesticide levels and risk of Alzheimer's disease in north Indian population.
dieldrin||ChemicalEntity --> AML||DiseaseOrPhenotypicFeature,Negative_Correlation,dieldrin,ChemicalEntity,AML,DiseaseOrPhenotypicFeature,Negative effect,1,8.445752,8.446,30721827,1,1,True,False,Pre-diagnostic serum concentrations of organochlorines and risk of acute myeloid leukemia: A nested case-control study in the Norwegian Janus Serum Bank Cohort.
dieldrin||ChemicalEntity --> AML||DiseaseOrPhenotypicFeature,Positive_Correlation,dieldrin,ChemicalEntity,AML,DiseaseOrPhenotypicFeature,Positive effect,1,9.269664,9.27,30721827,1,1,True,False,Pre-diagnostic serum concentrations of organochlorines and risk of acute myeloid leukemia: A nested case-control study in the Norwegian Janus Serum Bank Cohort.
dieldrin||ChemicalEntity --> C. tritaeniorhynchus||OrganismTaxon,Negative_Correlation,dieldrin,ChemicalEntity,C. tritaeniorhynchus,OrganismTaxon,Negative effect,2,7.201345,5.629,7601496,1,2,True,False,"Susceptibility status of two species of Japanese encephalitis vectors to insecticides in the Thar desert, district Bikaner (Rajasthan)."
dieldrin||ChemicalEntity --> Caretta caretta||OrganismTaxon,Negative_Correlation,dieldrin,ChemicalEntity,Caretta caretta,OrganismTaxon,Negative effect,1,8.06849,8.068,16581110,1,0,True,False,Loggerhead sea turtle (Caretta caretta) egg yolk concentrations of persistent organic pollutants and lipid increase during the last stage of embryonic development.
dieldrin||ChemicalEntity --> Drosophila||OrganismTaxon,Negative_Correlation,dieldrin,ChemicalEntity,Drosophila,OrganismTaxon,Negative effect,1,6.414095,6.414,18651916,1,1,True,False,Role of a serine residue (S278) in the pore-facing region of the housefly L-glutamate-gated chloride channel in determining sensitivity to noncompetitive antagonists.
dieldrin||ChemicalEntity --> GABA-Cl||GeneOrGeneProduct,Negative_Correlation,dieldrin,ChemicalEntity,GABA-Cl,GeneOrGeneProduct,Negative effect,1,8.811169,8.811,30898542,1,1,True,False,Mutations in Rhipicephalus microplus GABA gated chloride channel gene associated with fipronil resistance.
dieldrin||ChemicalEntity --> Malawi||OrganismTaxon,Negative_Correlation,dieldrin,ChemicalEntity,Malawi,OrganismTaxon,Negative effect,1,6.4888544,6.489,21192834,1,1,True,False,Pyrethroid resistance in southern African Anopheles funestus extends to Likoma Island in Lake Malawi.
dieldrin||ChemicalEntity --> X. cheopis||OrganismTaxon,Positive_Correlation,dieldrin,ChemicalEntity,X. cheopis,OrganismTaxon,Positive effect,1,9.439885,9.44,6525729,1,1,True,False,[Exceptional resistance of Malagasy plague-transmitting fleas to insecticides].
"dieldrin||ChemicalEntity --> [(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate||ChemicalEntity",Negative_Correlation,dieldrin,ChemicalEntity,"[(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate",ChemicalEntity,Negative effect,1,6.895242,6.895,10480332,1,1,True,False,Conversion of dieldrin to aldrin by intestinal bacteria in rats.
dieldrin||ChemicalEntity --> clofenotane||ChemicalEntity,Negative_Correlation,dieldrin,ChemicalEntity,clofenotane,ChemicalEntity,Negative effect,1,6.0239725,6.024,407850,1,1,True,False,Residues of PCB's and DDT in the western Lake Superior ecosystem.
dieldrin||ChemicalEntity --> cockroach||OrganismTaxon,Negative_Correlation,dieldrin,ChemicalEntity,cockroach,OrganismTaxon,Negative effect,1,4.3345747,4.335,12766256,1,1,True,False,Differential actions of fipronil and dieldrin insecticides on GABA-gated chloride channels in cockroach neurons.
dieldrin||ChemicalEntity --> coffee||OrganismTaxon,Negative_Correlation,dieldrin,ChemicalEntity,coffee,OrganismTaxon,Negative effect,1,6.9989905,6.999,33763748,1,1,True,False,Microextraction by packed sorbent of selected pesticides in coffee samples employing ionic liquids supported on graphene nanosheets as extraction phase.
dieldrin||ChemicalEntity --> dimethoxy-(3-methyl-4-nitrophenoxy)-sulfanylidene-lambda5-phosphane||ChemicalEntity,Negative_Correlation,dieldrin,ChemicalEntity,dimethoxy-(3-methyl-4-nitrophenoxy)-sulfanylidene-lambda5-phosphane,ChemicalEntity,Negative effect,1,8.480276,8.48,16509254,1,1,True,False,Study on susceptibility status in aquatic and adult stages of Aedes aegypti and Ae. albopictus against insecticides at international airports of south India.
