pmid,type1,type2,id1,entity1_text,entity1_type,pred_label,id2,entity2_text,entity2_type,pred_score,same_sentence,sentence_window,entity1_is_pesticide,entity2_is_pesticide,relation_group,confidence_band,evidence_level,has_pesticide_flag_from_pipeline,entity1_canonical_text,entity1_validation_status,entity1_is_validated_chemical,entity1_is_validated_pesticide,entity1_remove_candidate,entity1_pesticide_dict_id,entity1_pesticide_name,entity1_pesticide_inchikey,entity1_pesticide_activity,entity1_pesticide_primary_activities,entity1_pesticide_compound_groups,entity1_pubchem_status,entity1_pubchem_cid,entity1_pubchem_iupac_name,entity1_pubchem_inchikey,entity1_pubchem_formula,entity2_canonical_text,entity2_validation_status,entity2_is_validated_chemical,entity2_is_validated_pesticide,entity2_remove_candidate,entity2_pesticide_dict_id,entity2_pesticide_name,entity2_pesticide_inchikey,entity2_pesticide_activity,entity2_pesticide_primary_activities,entity2_pesticide_compound_groups,entity2_pubchem_status,entity2_pubchem_cid,entity2_pubchem_iupac_name,entity2_pubchem_inchikey,entity2_pubchem_formula,has_validated_pesticide,has_validated_chemical,has_unvalidated_chemical,canonical_entity_pair,canonical_entity_type_pair
20018685,GeneOrGeneProduct,GeneOrGeneProduct,GeneOrGeneProduct:20018685:14,EPSPS,GeneOrGeneProduct,Positive_Correlation,GeneOrGeneProduct:20018685:19,EPSPS,GeneOrGeneProduct,6.582872,True,0,False,False,Positive effect,Moderate,Moderate textual evidence,False,EPSPS,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,EPSPS,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,False,False,False,EPSPS -- EPSPS,GeneOrGeneProduct -- GeneOrGeneProduct
20018685,ChemicalEntity,OrganismTaxon,ChemicalEntity:20018685:9,glyphosate,ChemicalEntity,Negative_Correlation,OrganismTaxon:20018685:10,Amaranthus palmeri,OrganismTaxon,7.8913717,True,0,True,False,Negative effect,High,Strong textual evidence,True,glyphosate,pesticide_dictionary_exact_match,True,True,False,TWPEST_01013,glyphosate,XDDAORKBJWWYJS-UHFFFAOYSA-N,herbicides (glycine derivative),{'herbicides'},{'glycine derivative'},not_checked,,,,,Amaranthus palmeri,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,glyphosate -- Amaranthus palmeri,ChemicalEntity -- OrganismTaxon
20018685,ChemicalEntity,ChemicalEntity,ChemicalEntity:20018685:3,glyphosate,ChemicalEntity,Positive_Correlation,ChemicalEntity:20018685:4,glyphosate,ChemicalEntity,6.582872,True,0,True,True,Positive effect,Moderate,Moderate textual evidence,True,glyphosate,pesticide_dictionary_exact_match,True,True,False,TWPEST_01013,glyphosate,XDDAORKBJWWYJS-UHFFFAOYSA-N,herbicides (glycine derivative),{'herbicides'},{'glycine derivative'},not_checked,,,,,glyphosate,pesticide_dictionary_exact_match,True,True,False,TWPEST_01013,glyphosate,XDDAORKBJWWYJS-UHFFFAOYSA-N,herbicides (glycine derivative),{'herbicides'},{'glycine derivative'},not_checked,,,,,True,True,False,glyphosate -- glyphosate,ChemicalEntity -- ChemicalEntity
20018685,ChemicalEntity,GeneOrGeneProduct,ChemicalEntity:20018685:20,glyphosate,ChemicalEntity,Association,GeneOrGeneProduct:20018685:19,EPSPS,GeneOrGeneProduct,7.1090226,True,0,True,False,General association,High,Strong textual evidence,True,glyphosate,pesticide_dictionary_exact_match,True,True,False,TWPEST_01013,glyphosate,XDDAORKBJWWYJS-UHFFFAOYSA-N,herbicides (glycine derivative),{'herbicides'},{'glycine derivative'},not_checked,,,,,EPSPS,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,glyphosate -- EPSPS,ChemicalEntity -- GeneOrGeneProduct
20018685,ChemicalEntity,GeneOrGeneProduct,ChemicalEntity:20018685:20,glyphosate,ChemicalEntity,Positive_Correlation,GeneOrGeneProduct:20018685:17,EPSPS,GeneOrGeneProduct,6.582872,True,0,True,False,Positive effect,Moderate,Moderate textual evidence,True,glyphosate,pesticide_dictionary_exact_match,True,True,False,TWPEST_01013,glyphosate,XDDAORKBJWWYJS-UHFFFAOYSA-N,herbicides (glycine derivative),{'herbicides'},{'glycine derivative'},not_checked,,,,,EPSPS,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,glyphosate -- EPSPS,ChemicalEntity -- GeneOrGeneProduct
20021062,ChemicalEntity,OrganismTaxon,ChemicalEntity:20021062:25,cypermethrin,ChemicalEntity,Association,OrganismTaxon:20021062:27,rats,OrganismTaxon,8.265496,True,0,True,False,General association,High,Strong textual evidence,True,cypermethrin,pesticide_dictionary_exact_match,True,True,False,TWPEST_00550,cypermethrin,KAATUXNTWXVJKI-UHFFFAOYSA-N,"acaricides (pyrethroid), insecticides (pyrethroid)","{'insecticides', 'acaricides'}",{'pyrethroid'},not_checked,,,,,rats,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,cypermethrin -- rats,ChemicalEntity -- OrganismTaxon
20021062,DiseaseOrPhenotypicFeature,GeneOrGeneProduct,DiseaseOrPhenotypicFeature:20021062:17,DA,DiseaseOrPhenotypicFeature,Positive_Correlation,GeneOrGeneProduct:20021062:18,tyrosine hydroxylase,GeneOrGeneProduct,6.582872,True,0,False,False,Positive effect,Moderate,Moderate textual evidence,False,DA,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,tyrosine hydroxylase,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,False,False,False,DA -- tyrosine hydroxylase,DiseaseOrPhenotypicFeature -- GeneOrGeneProduct
20021062,ChemicalEntity,OrganismTaxon,ChemicalEntity:20021062:29,cypermethrin,ChemicalEntity,Negative_Correlation,OrganismTaxon:20021062:30,rats,OrganismTaxon,6.203892,True,0,True,False,Negative effect,Moderate,Moderate textual evidence,True,cypermethrin,pesticide_dictionary_exact_match,True,True,False,TWPEST_00550,cypermethrin,KAATUXNTWXVJKI-UHFFFAOYSA-N,"acaricides (pyrethroid), insecticides (pyrethroid)","{'insecticides', 'acaricides'}",{'pyrethroid'},not_checked,,,,,rats,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,cypermethrin -- rats,ChemicalEntity -- OrganismTaxon
20021062,ChemicalEntity,ChemicalEntity,ChemicalEntity:20021062:9,reactive oxygen species,ChemicalEntity,Positive_Correlation,ChemicalEntity:20021062:25,cypermethrin,ChemicalEntity,6.582872,True,0,False,True,Positive effect,Moderate,Moderate textual evidence,True,reactive oxygen species,unvalidated_chemical_name,False,False,True,,,,,,,no_pubchem_match,,,,,cypermethrin,pesticide_dictionary_exact_match,True,True,False,TWPEST_00550,cypermethrin,KAATUXNTWXVJKI-UHFFFAOYSA-N,"acaricides (pyrethroid), insecticides (pyrethroid)","{'insecticides', 'acaricides'}",{'pyrethroid'},not_checked,,,,,True,True,True,reactive oxygen species -- cypermethrin,ChemicalEntity -- ChemicalEntity
20021062,ChemicalEntity,ChemicalEntity,ChemicalEntity:20021062:7,Cypermethrin,ChemicalEntity,Positive_Correlation,ChemicalEntity:20021062:20,cypermethrin,ChemicalEntity,6.582872,True,0,True,True,Positive effect,Moderate,Moderate textual evidence,True,cypermethrin,pesticide_dictionary_exact_match,True,True,False,TWPEST_00550,cypermethrin,KAATUXNTWXVJKI-UHFFFAOYSA-N,"acaricides (pyrethroid), insecticides (pyrethroid)","{'insecticides', 'acaricides'}",{'pyrethroid'},not_checked,,,,,cypermethrin,pesticide_dictionary_exact_match,True,True,False,TWPEST_00550,cypermethrin,KAATUXNTWXVJKI-UHFFFAOYSA-N,"acaricides (pyrethroid), insecticides (pyrethroid)","{'insecticides', 'acaricides'}",{'pyrethroid'},not_checked,,,,,True,True,False,cypermethrin -- cypermethrin,ChemicalEntity -- ChemicalEntity
20021062,ChemicalEntity,DiseaseOrPhenotypicFeature,ChemicalEntity:20021062:11,cypermethrin,ChemicalEntity,Association,DiseaseOrPhenotypicFeature:20021062:12,degeneration of DA neurons,DiseaseOrPhenotypicFeature,10.1111145,True,0,True,False,General association,Very high,Strong textual evidence,True,cypermethrin,pesticide_dictionary_exact_match,True,True,False,TWPEST_00550,cypermethrin,KAATUXNTWXVJKI-UHFFFAOYSA-N,"acaricides (pyrethroid), insecticides (pyrethroid)","{'insecticides', 'acaricides'}",{'pyrethroid'},not_checked,,,,,degeneration of DA neurons,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,cypermethrin -- degeneration of DA neurons,ChemicalEntity -- DiseaseOrPhenotypicFeature
20021062,ChemicalEntity,OrganismTaxon,ChemicalEntity:20021062:4,Cypermethrin,ChemicalEntity,Positive_Correlation,OrganismTaxon:20021062:16,rats,OrganismTaxon,6.582872,True,0,True,False,Positive effect,Moderate,Moderate textual evidence,True,cypermethrin,pesticide_dictionary_exact_match,True,True,False,TWPEST_00550,cypermethrin,KAATUXNTWXVJKI-UHFFFAOYSA-N,"acaricides (pyrethroid), insecticides (pyrethroid)","{'insecticides', 'acaricides'}",{'pyrethroid'},not_checked,,,,,rats,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,cypermethrin -- rats,ChemicalEntity -- OrganismTaxon
20021062,ChemicalEntity,OrganismTaxon,ChemicalEntity:20021062:7,Cypermethrin,ChemicalEntity,Association,OrganismTaxon:20021062:8,rats,OrganismTaxon,8.581803,True,0,True,False,General association,High,Strong textual evidence,True,cypermethrin,pesticide_dictionary_exact_match,True,True,False,TWPEST_00550,cypermethrin,KAATUXNTWXVJKI-UHFFFAOYSA-N,"acaricides (pyrethroid), insecticides (pyrethroid)","{'insecticides', 'acaricides'}",{'pyrethroid'},not_checked,,,,,rats,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,cypermethrin -- rats,ChemicalEntity -- OrganismTaxon
20021062,ChemicalEntity,OrganismTaxon,ChemicalEntity:20021062:29,cypermethrin,ChemicalEntity,Positive_Correlation,OrganismTaxon:20021062:37,rats,OrganismTaxon,6.582872,True,0,True,False,Positive effect,Moderate,Moderate textual evidence,True,cypermethrin,pesticide_dictionary_exact_match,True,True,False,TWPEST_00550,cypermethrin,KAATUXNTWXVJKI-UHFFFAOYSA-N,"acaricides (pyrethroid), insecticides (pyrethroid)","{'insecticides', 'acaricides'}",{'pyrethroid'},not_checked,,,,,rats,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,cypermethrin -- rats,ChemicalEntity -- OrganismTaxon
20021062,DiseaseOrPhenotypicFeature,OrganismTaxon,DiseaseOrPhenotypicFeature:20021062:17,DA,DiseaseOrPhenotypicFeature,Positive_Correlation,OrganismTaxon:20021062:6,chrysanthemum plant,OrganismTaxon,6.582872,True,0,False,False,Positive effect,Moderate,Moderate textual evidence,False,DA,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,chrysanthemum plant,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,False,False,False,DA -- chrysanthemum plant,DiseaseOrPhenotypicFeature -- OrganismTaxon
20021062,DiseaseOrPhenotypicFeature,OrganismTaxon,DiseaseOrPhenotypicFeature:20021062:15,hemiparkinsonian,DiseaseOrPhenotypicFeature,Positive_Correlation,OrganismTaxon:20021062:3,rats,OrganismTaxon,6.582872,False,1,False,False,Positive effect,Moderate,Moderate textual evidence,False,hemiparkinsonian,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,rats,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,False,False,False,hemiparkinsonian -- rats,DiseaseOrPhenotypicFeature -- OrganismTaxon
20021062,ChemicalEntity,DiseaseOrPhenotypicFeature,ChemicalEntity:20021062:26,DA,ChemicalEntity,Positive_Correlation,DiseaseOrPhenotypicFeature:20021062:2,hemiparkinsonian,DiseaseOrPhenotypicFeature,6.582872,False,1,False,False,Positive effect,Moderate,Moderate textual evidence,False,DA,unvalidated_chemical_name,False,False,True,,,,,,,no_pubchem_match,,,,,hemiparkinsonian,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,False,False,True,DA -- hemiparkinsonian,ChemicalEntity -- DiseaseOrPhenotypicFeature
20021062,ChemicalEntity,GeneOrGeneProduct,ChemicalEntity:20021062:29,cypermethrin,ChemicalEntity,Negative_Correlation,GeneOrGeneProduct:20021062:28,FAS,GeneOrGeneProduct,7.6973867,True,0,True,False,Negative effect,High,Strong textual evidence,True,cypermethrin,pesticide_dictionary_exact_match,True,True,False,TWPEST_00550,cypermethrin,KAATUXNTWXVJKI-UHFFFAOYSA-N,"acaricides (pyrethroid), insecticides (pyrethroid)","{'insecticides', 'acaricides'}",{'pyrethroid'},not_checked,,,,,FAS,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,cypermethrin -- FAS,ChemicalEntity -- GeneOrGeneProduct
20021062,ChemicalEntity,OrganismTaxon,ChemicalEntity:20021062:33,cypermethrin,ChemicalEntity,Association,OrganismTaxon:20021062:37,rats,OrganismTaxon,5.410353,True,0,True,False,General association,Moderate,Moderate textual evidence,True,cypermethrin,pesticide_dictionary_exact_match,True,True,False,TWPEST_00550,cypermethrin,KAATUXNTWXVJKI-UHFFFAOYSA-N,"acaricides (pyrethroid), insecticides (pyrethroid)","{'insecticides', 'acaricides'}",{'pyrethroid'},not_checked,,,,,rats,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,cypermethrin -- rats,ChemicalEntity -- OrganismTaxon
20021062,ChemicalEntity,GeneOrGeneProduct,ChemicalEntity:20021062:1,cypermethrin,ChemicalEntity,Positive_Correlation,GeneOrGeneProduct:20021062:28,FAS,GeneOrGeneProduct,6.582872,False,1,True,False,Positive effect,Moderate,Moderate textual evidence,True,cypermethrin,pesticide_dictionary_exact_match,True,True,False,TWPEST_00550,cypermethrin,KAATUXNTWXVJKI-UHFFFAOYSA-N,"acaricides (pyrethroid), insecticides (pyrethroid)","{'insecticides', 'acaricides'}",{'pyrethroid'},not_checked,,,,,FAS,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,cypermethrin -- FAS,ChemicalEntity -- GeneOrGeneProduct
20027135,ChemicalEntity,ChemicalEntity,ChemicalEntity:20027135:4,reactive oxygen species,ChemicalEntity,Positive_Correlation,ChemicalEntity:20027135:28,atrazin,ChemicalEntity,6.582872,True,0,False,False,Positive effect,Moderate,Moderate textual evidence,False,reactive oxygen species,unvalidated_chemical_name,False,False,True,,,,,,,no_pubchem_match,,,,,"6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,2256,"6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",MXWJVTOOROXGIU-UHFFFAOYSA-N,C8H14ClN5,False,True,True,"reactive oxygen species -- 6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",ChemicalEntity -- ChemicalEntity
20027135,ChemicalEntity,GeneOrGeneProduct,ChemicalEntity:20027135:30,Butachlor,ChemicalEntity,Positive_Correlation,GeneOrGeneProduct:20027135:31,superoxide dismutase,GeneOrGeneProduct,8.821929,True,0,True,False,Positive effect,High,Strong textual evidence,True,butachlor,pesticide_dictionary_exact_match,True,True,False,TWPEST_00304,butachlor,HKPHPIREJKHECO-UHFFFAOYSA-N,herbicides (chloroacetamide),{'herbicides'},{'chloroacetamide'},not_checked,,,,,superoxide dismutase,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,butachlor -- superoxide dismutase,ChemicalEntity -- GeneOrGeneProduct
20027135,ChemicalEntity,GeneOrGeneProduct,ChemicalEntity:20027135:18,organophosphates,ChemicalEntity,Positive_Correlation,GeneOrGeneProduct:20027135:17,CAT,GeneOrGeneProduct,6.582872,True,0,False,False,Positive effect,Moderate,Moderate textual evidence,False,organophosphate,pesticide_dictionary_fuzzy_match,True,True,False,TWPEST_01366,organophosphate,nan,nan,set(),set(),not_checked,,,,,CAT,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,organophosphate -- CAT,ChemicalEntity -- GeneOrGeneProduct
20027135,ChemicalEntity,ChemicalEntity,ChemicalEntity:20027135:4,reactive oxygen species,ChemicalEntity,Association,ChemicalEntity:20027135:6,HCB,ChemicalEntity,6.3180976,True,0,False,False,General association,Moderate,Moderate textual evidence,False,reactive oxygen species,unvalidated_chemical_name,False,False,True,,,,,,,no_pubchem_match,,,,,"1,2,3,4,5,6-hexachlorobenzene",pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,8370,"1,2,3,4,5,6-hexachlorobenzene",CKAPSXZOOQJIBF-UHFFFAOYSA-N,C6Cl6,False,True,True,"reactive oxygen species -- 1,2,3,4,5,6-hexachlorobenzene",ChemicalEntity -- ChemicalEntity
20027135,ChemicalEntity,ChemicalEntity,ChemicalEntity:20027135:15,superoxide,ChemicalEntity,Association,ChemicalEntity:20027135:16,etoxazole,ChemicalEntity,5.9386315,True,0,False,True,General association,Moderate,Moderate textual evidence,True,superoxide,pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,5359597,,OUUQCZGPVNCOIJ-UHFFFAOYSA-M,O2-,etoxazole,pesticide_dictionary_exact_match,True,True,False,TWPEST_00793,etoxazole,IXSZQYVWNJNRAL-UHFFFAOYSA-N,acaricides (unclassified),{'acaricides'},{'unclassified'},not_checked,,,,,True,True,False,superoxide -- etoxazole,ChemicalEntity -- ChemicalEntity
20027135,ChemicalEntity,ChemicalEntity,ChemicalEntity:20027135:33,Rotenon,ChemicalEntity,Positive_Correlation,ChemicalEntity:20027135:34,ROS,ChemicalEntity,9.286047,True,0,False,False,Positive effect,Very high,Strong textual evidence,False,"(1S,6R,13S)-16,17-dimethoxy-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one",pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,6758,"(1S,6R,13S)-16,17-dimethoxy-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one",JUVIOZPCNVVQFO-HBGVWJBISA-N,C23H22O6,ROS,unvalidated_chemical_name,False,False,True,,,,,,,no_pubchem_match,,,,,False,True,True,"(1S,6R,13S)-16,17-dimethoxy-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one -- ROS",ChemicalEntity -- ChemicalEntity
20027135,ChemicalEntity,ChemicalEntity,ChemicalEntity:20027135:21,Carbaryl,ChemicalEntity,Association,ChemicalEntity:20027135:22,glutathione,ChemicalEntity,9.994841,True,0,True,False,General association,Very high,Strong textual evidence,True,carbaril,pesticide_dictionary_exact_match,True,True,False,TWPEST_00344,carbaril,CVXBEEMKQHEXEN-UHFFFAOYSA-N,"acaricides (carbamate), insecticides (carbamate), plant growth regulators (growth inhibitor)","{'insecticides', 'acaricides', 'plant growth regulators'}","{'growth inhibitor', 'carbamate'}",not_checked,,,,,(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,124886,(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,RWSXRVCMGQZWBV-WDSKDSINSA-N,C10H17N3O6S,True,True,False,carbaril -- (2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,ChemicalEntity -- ChemicalEntity
20027135,ChemicalEntity,OrganismTaxon,ChemicalEntity:20027135:28,atrazin,ChemicalEntity,Positive_Correlation,OrganismTaxon:20027135:29,bluegill sunfish,OrganismTaxon,8.635255,True,0,False,False,Positive effect,High,Strong textual evidence,False,"6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,2256,"6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",MXWJVTOOROXGIU-UHFFFAOYSA-N,C8H14ClN5,bluegill sunfish,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,False,True,False,"6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine -- bluegill sunfish",ChemicalEntity -- OrganismTaxon
20027135,ChemicalEntity,GeneOrGeneProduct,ChemicalEntity:20027135:38,glyphosate,ChemicalEntity,Positive_Correlation,GeneOrGeneProduct:20027135:31,superoxide dismutase,GeneOrGeneProduct,6.582872,True,0,True,False,Positive effect,Moderate,Moderate textual evidence,True,glyphosate,pesticide_dictionary_exact_match,True,True,False,TWPEST_01013,glyphosate,XDDAORKBJWWYJS-UHFFFAOYSA-N,herbicides (glycine derivative),{'herbicides'},{'glycine derivative'},not_checked,,,,,superoxide dismutase,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,glyphosate -- superoxide dismutase,ChemicalEntity -- GeneOrGeneProduct
20027135,ChemicalEntity,GeneOrGeneProduct,ChemicalEntity:20027135:10,Chlorothalonil,ChemicalEntity,Negative_Correlation,GeneOrGeneProduct:20027135:11,NADPH oxidase,GeneOrGeneProduct,6.972481,True,0,True,False,Negative effect,Moderate,Moderate textual evidence,True,chlorothalonil,pesticide_dictionary_exact_match,True,True,False,TWPEST_00425,chlorothalonil,CRQQGFGUEAVUIL-UHFFFAOYSA-N,fungicides (chloronitrile),{'fungicides'},{'chloronitrile'},not_checked,,,,,NADPH oxidase,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,chlorothalonil -- NADPH oxidase,ChemicalEntity -- GeneOrGeneProduct
20027135,ChemicalEntity,ChemicalEntity,ChemicalEntity:20027135:18,organophosphates,ChemicalEntity,Association,ChemicalEntity:20027135:20,lipid,ChemicalEntity,7.931302,True,0,False,False,General association,High,Strong textual evidence,False,organophosphate,pesticide_dictionary_fuzzy_match,True,True,False,TWPEST_01366,organophosphate,nan,nan,set(),set(),not_checked,,,,,lipid,chemical_stop_term,False,False,True,,,,,,,not_checked,,,,,True,True,True,organophosphate -- lipid,ChemicalEntity -- ChemicalEntity
20027135,ChemicalEntity,ChemicalEntity,ChemicalEntity:20027135:22,glutathione,ChemicalEntity,Positive_Correlation,ChemicalEntity:20027135:28,atrazin,ChemicalEntity,6.582872,True,0,False,False,Positive effect,Moderate,Moderate textual evidence,False,(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,124886,(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,RWSXRVCMGQZWBV-WDSKDSINSA-N,C10H17N3O6S,"6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,2256,"6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",MXWJVTOOROXGIU-UHFFFAOYSA-N,C8H14ClN5,False,True,False,"(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid -- 6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",ChemicalEntity -- ChemicalEntity
20027135,ChemicalEntity,GeneOrGeneProduct,ChemicalEntity:20027135:3,lipid,ChemicalEntity,Positive_Correlation,GeneOrGeneProduct:20027135:13,CAT,GeneOrGeneProduct,6.582872,True,0,False,False,Positive effect,Moderate,Moderate textual evidence,False,lipid,chemical_stop_term,False,False,True,,,,,,,not_checked,,,,,CAT,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,False,False,True,lipid -- CAT,ChemicalEntity -- GeneOrGeneProduct
20027135,ChemicalEntity,GeneOrGeneProduct,ChemicalEntity:20027135:21,Carbaryl,ChemicalEntity,Positive_Correlation,GeneOrGeneProduct:20027135:7,monooxygenase,GeneOrGeneProduct,6.582872,True,0,True,False,Positive effect,Moderate,Moderate textual evidence,True,carbaril,pesticide_dictionary_exact_match,True,True,False,TWPEST_00344,carbaril,CVXBEEMKQHEXEN-UHFFFAOYSA-N,"acaricides (carbamate), insecticides (carbamate), plant growth regulators (growth inhibitor)","{'insecticides', 'acaricides', 'plant growth regulators'}","{'growth inhibitor', 'carbamate'}",not_checked,,,,,monooxygenase,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,carbaril -- monooxygenase,ChemicalEntity -- GeneOrGeneProduct
20027135,ChemicalEntity,ChemicalEntity,ChemicalEntity:20027135:3,lipid,ChemicalEntity,Positive_Correlation,ChemicalEntity:20027135:28,atrazin,ChemicalEntity,6.582872,True,0,False,False,Positive effect,Moderate,Moderate textual evidence,False,lipid,chemical_stop_term,False,False,True,,,,,,,not_checked,,,,,"6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,2256,"6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",MXWJVTOOROXGIU-UHFFFAOYSA-N,C8H14ClN5,False,True,True,"lipid -- 6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",ChemicalEntity -- ChemicalEntity
20027135,ChemicalEntity,GeneOrGeneProduct,ChemicalEntity:20027135:24,deltamethrin,ChemicalEntity,Association,GeneOrGeneProduct:20027135:23,antioxidant,GeneOrGeneProduct,9.2662325,True,0,False,False,General association,Very high,Strong textual evidence,False,"trans-[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate",pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,40585,"trans-[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate",OWZREIFADZCYQD-NSHGMRRFSA-N,C22H19Br2NO3,antioxidant,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,False,True,False,"trans-[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate -- antioxidant",ChemicalEntity -- GeneOrGeneProduct
20027135,ChemicalEntity,DiseaseOrPhenotypicFeature,ChemicalEntity:20027135:3,lipid,ChemicalEntity,Association,DiseaseOrPhenotypicFeature:20027135:1,Hepatotoxic,DiseaseOrPhenotypicFeature,9.966455,True,0,False,False,General association,Very high,Strong textual evidence,False,lipid,chemical_stop_term,False,False,True,,,,,,,not_checked,,,,,Hepatotoxic,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,False,False,True,lipid -- Hepatotoxic,ChemicalEntity -- DiseaseOrPhenotypicFeature
20027135,ChemicalEntity,GeneOrGeneProduct,ChemicalEntity:20027135:16,etoxazole,ChemicalEntity,Association,GeneOrGeneProduct:20027135:17,CAT,GeneOrGeneProduct,6.4784117,True,0,True,False,General association,Moderate,Moderate textual evidence,True,etoxazole,pesticide_dictionary_exact_match,True,True,False,TWPEST_00793,etoxazole,IXSZQYVWNJNRAL-UHFFFAOYSA-N,acaricides (unclassified),{'acaricides'},{'unclassified'},not_checked,,,,,CAT,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,True,True,False,etoxazole -- CAT,ChemicalEntity -- GeneOrGeneProduct
